,Dataset ID,latitude degrees_north,longitude degrees_east,sea_water_practical_salinity,sea_water_temperature,cdm_data_type,server
0,scalar_1190615,47.948583333,-129.09867833299998,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1194492,47.924088,-129.1082,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117790,47.97354,-129.08227,"salinity,salinityderived",Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119013,47.973704999999995,-129.0823133333,salinityderived,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117791,47.97354,-129.08227,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119014,47.973704999999995,-129.0823133333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200226,47.973617,-129.08254,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117788,47.97354,-129.08227,"salinity,salinityderived",Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119011,47.973704999999995,-129.0823133333,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117789,47.97354,-129.08227,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119012,47.973704999999995,-129.0823133333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200228,47.973617,-129.08254,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200230,47.973617,-129.08254,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1200230,47.973617,-129.08254,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200219,47.973617,-129.08254,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117792,47.97354,-129.08227,"salinity,salinityderived",Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119015,47.973704999999995,-129.0823133333,"salinity,salinityderived",Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117793,47.97354,-129.08227,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119016,47.973704999999995,-129.0823133333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200224,47.973617,-129.08254,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117794,47.97354,-129.08227,"salinity,salinityderived",Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119017,47.973704999999995,-129.0823133333,salinityderived,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117795,47.97354,-129.08227,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119018,47.973704999999995,-129.0823133333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117818,47.97354,-129.08227,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_117818,47.97354,-129.08227,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119020,47.973704999999995,-129.0823133333,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_119020,47.973704999999995,-129.0823133333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118281,47.9747483333,-129.0875383333,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118282,47.9747483333,-129.0875383333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200250,47.974646666000005,-129.08715,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200252,47.974646666000005,-129.08715,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118279,47.9747483333,-129.0875383333,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118280,47.9747483333,-129.0875383333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200253,47.974646666000005,-129.08715,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200254,47.974646666000005,-129.08715,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200255,47.974646666000005,-129.08715,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1200255,47.974646666000005,-129.08715,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200246,47.974646666000005,-129.08715,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200247,47.974646666000005,-129.08715,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118283,47.9747483333,-129.0875383333,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200248,47.974646666000005,-129.08715,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118284,47.9747483333,-129.0875383333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200249,47.974646666000005,-129.08715,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118285,47.9747483333,-129.0875383333,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118286,47.9747483333,-129.0875383333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118278,47.9747483333,-129.0875383333,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_118278,47.9747483333,-129.0875383333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1205524,47.93353002,-129.09839182,"salinity,salinityderived",Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119030,47.933395000000004,-129.098893,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1205525,47.93353002,-129.09839182,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119029,47.933395000000004,-129.098893,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119027,47.933395000000004,-129.098893,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1205526,47.93353002,-129.09839182,"salinity,salinityderived",temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119028,47.933395000000004,-129.098893,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1205527,47.93353002,-129.09839182,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1205528,47.93353002,-129.09839182,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1205529,47.93353002,-129.09839182,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1205528,47.93353002,-129.09839182,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1205529,47.93353002,-129.09839182,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119031,47.933395000000004,-129.098893,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1205522,47.93353002,-129.09839182,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119032,47.933395000000004,-129.098893,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1205523,47.93353002,-129.09839182,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119033,47.933395000000004,-129.098893,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1205520,47.93353002,-129.09839182,salinityderived,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119034,47.933395000000004,-129.098893,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1205521,47.93353002,-129.09839182,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119026,47.933395000000004,-129.098893,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119025,47.933395000000004,-129.098893,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_119026,47.933395000000004,-129.098893,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_119025,47.933395000000004,-129.098893,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119038,47.9355116667,-129.1067233333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1202962,47.9348547,-129.1074548,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119039,47.9355116667,-129.1067233333,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1202963,47.9348547,-129.1074548,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119036,47.9355116667,-129.1067233333,"salinity,salinityderived",temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1202964,47.9348547,-129.1074548,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1202965,47.9348547,-129.1074548,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119040,47.9355116667,-129.1067233333,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1202960,47.9348547,-129.1074548,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119041,47.9355116667,-129.1067233333,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1202961,47.9348547,-129.1074548,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119042,47.9355116667,-129.1067233333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1202958,47.9348547,-129.1074548,salinityderived,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1202959,47.9348547,-129.1074548,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118302,47.973665000000004,-129.081975,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1202925,47.97355220000001,-129.08178999999998,,"temperature2,temperature1",TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1194454,47.9331014,-129.098849,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1194500,47.959863,-129.12428300000002,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1194499,47.959863,-129.12428300000002,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118479,47.949290000000005,-129.09833,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189452,47.9493,-129.0983233333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117345,48.813775,-125.28096000000001,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_117345,48.813775,-125.28096000000001,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118212,48.8136666667,-125.28,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_118212,48.8136666667,-125.28,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118950,48.813775,-125.28095,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_118950,48.813775,-125.28095,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189324,48.81385,-125.2809833333,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1189324,48.81385,-125.2809833333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190517,48.81378667,-125.2809817,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1190517,48.81378667,-125.2809817,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192590,48.813796666,-125.280955,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1192590,48.813796666,-125.280955,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1196291,48.813816133,-125.279867967,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1196291,48.813816133,-125.279867967,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200380,48.813817,-125.27989699999999,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1200380,48.813817,-125.27989699999999,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117344,48.813775,-125.28096000000001,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118215,48.8136666667,-125.28,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118951,48.813775,-125.28095,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189326,48.81385,-125.2809833333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190518,48.81378667,-125.2809817,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192592,48.813796666,-125.280955,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117607,48.813945000000004,-125.281117,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118217,48.813945000000004,-125.2811166667,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192712,48.814028883,-125.28101240000001,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1196282,48.81402653333333,-125.28098909999999,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117491,48.813775,-125.28096000000001,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118213,48.8136666667,-125.28,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_118947,48.813775,-125.28095,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189320,48.81385,-125.2809833333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190513,48.81378667,-125.2809817,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192588,48.813796666,-125.280955,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1196277,48.81371086666667,-125.28072386666668,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200329,48.813712,-125.280723,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1206517,48.813712,-125.280723,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189321,48.81385,-125.2809833333,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190514,48.81378667,-125.2809817,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192593,48.813796666,-125.280955,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1196278,48.81371086666667,-125.28072386666668,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200330,48.813712,-125.280723,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1206547,48.813712,-125.280723,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117336,48.8082916667,-125.2815,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_117336,48.8082916667,-125.2815,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119209,48.8082916667,-125.2815,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_119209,48.8082916667,-125.2815,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190888,48.8082916667,-125.2815,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1190888,48.8082916667,-125.2815,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1201388,48.8082916667,-125.2815,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,currents_1201388,48.8082916667,-125.2815,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119211,48.8082916667,-125.2815,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189528,48.8082916667,-125.2815,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190903,48.8082916667,-125.2815,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192239,48.8082916667,-125.2815,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1193781,48.8082916667,-125.2815,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1203388,48.8082916667,-125.2815,salinity,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_117268,48.8082916667,-125.2815,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119215,48.8082916667,-125.2815,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190889,48.8082916667,-125.2815,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119213,48.8082916667,-125.2815,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189529,48.8082916667,-125.2815,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190904,48.8082916667,-125.2815,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192240,48.8082916667,-125.2815,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1193782,48.8082916667,-125.2815,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1203389,48.8082916667,-125.2815,,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1206011,74.659883,-91.3104,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1197090,74.659944,-91.310528,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200765,74.65989,-91.31075,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1206009,74.659883,-91.3104,Sensor9_Current,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1197092,74.659944,-91.310528,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1200766,74.65989,-91.31075,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1206010,74.659883,-91.3104,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191299,48.3001666667,-123.3912,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191304,48.30045,-123.39135,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190712,48.3003167,-123.39128329999998,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191248,48.300556,-123.39094399999999,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191859,48.300888888,-123.391444444,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192927,48.30095,-123.39091670000002,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1193721,48.300833333,-123.39075,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1195190,48.300966700000004,-123.3907333,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1197627,48.300766700000004,-123.3909667,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1199509,48.300766700000004,-123.39011670000001,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1203104,48.301033333330004,-123.39101666666001,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191250,48.300556,-123.39094399999999,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192929,48.30095,-123.39091670000002,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1195189,48.300966700000004,-123.3907333,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1197626,48.300766700000004,-123.3909667,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1199507,48.300766700000004,-123.39011670000001,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1201726,48.3009833,-123.39048329999999,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1203106,48.301033333330004,-123.39101666666001,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191300,48.3001666667,-123.3912,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191305,48.30045,-123.39135,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190713,48.3003167,-123.39128329999998,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191249,48.300556,-123.39094399999999,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191860,48.300888888,-123.391444444,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192928,48.30095,-123.39091670000002,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1193725,48.300833333,-123.39075,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1195191,48.300966700000004,-123.3907333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1196301,48.300616666,-123.391133333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1197628,48.300766700000004,-123.3909667,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1199510,48.300766700000004,-123.39011670000001,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1203110,48.301033333330004,-123.39101666666001,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191326,48.3603833333,-124.2133666667,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189546,48.3606666667,-124.21281666670001,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189888,48.3563666667,-124.2157666667,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190732,48.3561833,-124.21602167,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192953,48.356194966000004,-124.216026683,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1194097,48.3559745,-124.2157838,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1196721,48.35590331,-124.21588326,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119341,48.3603833333,-124.2133666667,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189545,48.3606666667,-124.21281666670001,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189887,48.3563666667,-124.2157666667,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190731,48.3561833,-124.21602167,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191175,48.356195,-124.216027,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1194095,48.3559745,-124.2157838,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1196722,48.35590331,-124.21588326,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119339,48.3603833333,-124.2133666667,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189547,48.3606666667,-124.21281666670001,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189889,48.3563666667,-124.2157666667,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190733,48.3561833,-124.21602167,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191174,48.356195,-124.216027,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192954,48.356194966000004,-124.216026683,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1194098,48.3559745,-124.2157838,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1196724,48.35590331,-124.21588326,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119330,48.5078833333,-124.7504666667,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189541,48.5081333333,-124.7491166667,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189892,48.5084166667,-124.7507166667,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190727,48.508333,-124.75008329999999,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191182,48.5083383,-124.7500933,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119331,48.5078833333,-124.7504666667,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191337,48.5081333333,-124.7491166667,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189894,48.5084166667,-124.7507166667,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191185,48.5083383,-124.7500933,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119333,48.5078833333,-124.7504666667,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191336,48.5081333333,-124.7491166667,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189893,48.5084166667,-124.7507166667,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190728,48.508333,-124.75008329999999,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191184,48.5083383,-124.7500933,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1203130,48.40083333333,-123.4091,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119342,48.4011666667,-123.4089833333,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189899,48.401,-123.4089,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190718,48.401083299999996,-123.40891670000002,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191254,48.401139,-123.40908300000001,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191866,48.401222222,-123.40877777700001,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192934,48.4011,-123.40848329999999,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1193727,48.401283333,-123.4083,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1195200,48.4012,-123.4091333,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1197598,48.401,-123.40891670000002,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1199526,48.401083299999996,-123.40893329999999,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1201742,48.4010667,-123.40883329999998,salinity,temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119344,48.4011666667,-123.4089833333,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190717,48.401083299999996,-123.40891670000002,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191868,48.401222222,-123.40877777700001,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1192936,48.4011,-123.40848329999999,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1193728,48.401283333,-123.4083,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1197597,48.401,-123.40891670000002,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1199523,48.401083299999996,-123.40893329999999,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1201740,48.4010667,-123.40883329999998,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1203131,48.40083333333,-123.4091,,Temperature,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_119343,48.4011666667,-123.4089833333,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1189898,48.401,-123.4089,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1190719,48.401083299999996,-123.40891670000002,,,TimeSeries,http://dap.onc.uvic.ca/erddap
0,scalar_1191255,48.401139,-123.40908300000001,,,TimeSeries,http://dap.onc.uvic.ca/erddap
